Date,ShareLink,ShareCommentary,SharedURL,MediaURL,Visibility
2020-10-07 10:59:34,https://www.linkedin.com/feed/update/urn%3Ali%3AugcPost%3A6719561790625239040,"'Never waste a good crisis.' Ondanks (of juist?!) dat de Stichting Corona in Kaart vorige week officieel als Briljante Mislukking is bestempeld door Het Instituut voor Briljante Mislukkingen, proef ik steeds meer de noodzaak voor een 'non-concurrentiele basisinfrastructuur' in de zorg zoals nu ook Zorgverzekeraars Nederland voor pleit.""
""""
""Een mogelijke oplossingsrichting is om een goede wettelijke en maatschappelijke basis te realiseren voor datadonorschap, iets wat ik samen met Theo Hooghiemstra, Wielinq, Jheronimus Academy of Data Science en de PHC Catalyst alliance aan het uitwerken ben.""
""""
""Bij deze een oproep aan iedereen die hierin een bijdrage wil leveren, want er moet nog heel wat gebeuren om dit van de grond te krijgen. Stuur een pm als je hier meer over wil weten.",,,MEMBER_NETWORK
2020-10-06 20:47:43,https://www.linkedin.com/feed/update/urn%3Ali%3Ashare%3A6719347414697881601,https://lnkd.in/esEqjHb Cool om te zien aan welke projecten is gewerkt door de deelnemers van het Radboudumc. Een nieuwe groep is inmiddels alweer gestart onder leiding van Joran Lokkerbol als ook het Data Science voor Overheid programma van John Goedee. In november mag ik het 7-daagse Discover track voor beginnende data scientists begeleiden bij Jheronimus Academy of Data Science. Interesse? Stuur een pm voor meer info.,,,MEMBER_NETWORK
2020-10-06 14:42:00,https://www.linkedin.com/feed/update/urn%3Ali%3Ashare%3A6719255382088269824,"Mijn stad Rotterdam is nog steeds op zoek naar ervaren data engineers, zoals ook deze vacature. Wil je jouw kennis en ervaring inzetten voor maatschappelijk relevante vraagstukken? Dan kan ik deze functie van harte aanbevelen.""
""https://lnkd.in/dvN-_sE",,,MEMBER_NETWORK
2020-10-04 15:24:51,https://www.linkedin.com/feed/update/urn%3Ali%3AugcPost%3A6718541389296091136,Chapeau voor het ministerie voor haar zelf kritische blik. Volgens mij tijd om meer radicale en verregaande stappen te zetten in de digitalisering van zorginformatie in Nederland. Zonder een dergelijk fundament zal de belofte van machine learning helaas alleen een belofte blijven.,,,MEMBER_NETWORK
2020-10-01 17:02:48,https://www.linkedin.com/feed/update/urn%3Ali%3AugcPost%3A6717478876743790592,We zijn op de helft! Join the ride. Los van de geldelijke investering kijk ik uit naar een mooi avontuur om steward ownership echt in de praktijk te zien.,,,MEMBER_NETWORK
2020-09-29 19:10:56,https://www.linkedin.com/feed/update/urn%3Ali%3Ashare%3A6716786343977996288,"Nog nooit zo trots geweest op een 7,4 als cijfer voor onze Briljante Mislukking voor Stichting Corona in Kaart!",,,MEMBER_NETWORK
2020-09-27 10:42:16,https://www.linkedin.com/feed/update/urn%3Ali%3Ashare%3A6715933559078584320,"https://lnkd.in/dexf_jh I find it very disheartening to read that a company that was initially founded to 'do good with AI' has now come to this. We really need to walk the talk - and not just talk - on fair, democratic and open AI. I do hope the recent European initiatives like CLAIRE will be able to do better.",,,MEMBER_NETWORK
2020-09-22 05:37:21,https://www.linkedin.com/feed/update/urn%3Ali%3Ashare%3A6714044883469918208,Toppunt van sportiviteit: triatleet geeft bronzen medaille op - https://nos.nl/l/2349278 Greatness can be found in little moments of awareness.,,,MEMBER_NETWORK
2020-09-19 22:39:42,https://www.linkedin.com/feed/update/urn%3Ali%3Ashare%3A6713215004998430720,"https://lnkd.in/drfaaba An interesting exploration of automated machine learning, 'BrainOS', to see how we could improve current ML.",,,MEMBER_NETWORK
2020-09-19 22:13:08,https://www.linkedin.com/feed/update/urn%3Ali%3Ashare%3A6713208317730144257,How to Give A.I. a Pinch of Consciousness https://lnkd.in/ds-_k8K,,,MEMBER_NETWORK
2020-09-19 22:01:20,https://www.linkedin.com/feed/update/urn%3Ali%3Ashare%3A6713205347898679296,"https://lnkd.in/dXqH-2P So, Mr. President, besides your expectation that Earth will cool by itself, how about these birds, then? Resurrection? #wakeupcall ",,,MEMBER_NETWORK
2020-09-14 19:01:04,https://www.linkedin.com/feed/update/urn%3Ali%3Ashare%3A6711348045352603648,Our world is built for profit. Let’s build one that protects us instead https://lnkd.in/dxc-9eT A beautiful and personal account by why we really need to stop and become more aware (for starters) where we stand in the world today. ,,,MEMBER_NETWORK
2020-09-12 11:22:29,https://www.linkedin.com/feed/update/urn%3Ali%3Ashare%3A6710507860687642624,https://lnkd.in/dU7Sxdi Geen woorden maar daden! Ontzettend inspirerend om te zien hoe Beterboeken het concept van steward-ownership helemaal heeft omarmd en uitgewerkt in een solide governance structuur en prospectus. Hat-tip Niels Meijssen en Fer van der Plas. Ik kijk er nu al naar uit om als 'ontdekkingsreiziger' te leren van deze ervaring. #stewardship #socialentrepreneurship ,https://www.notion.so/Beterboeken-prospectus-4316755c219949349341e2653f99bef6#f5c04dca31cc45b9b0ad27974468c045,https://www.notion.so/image/https%3A%2F%2Fs3-us-west-2.amazonaws.com%2Fsecure.notion-static.com%2Ff3fa3fae-4d89-4cff-b5d9-3e52d93f73e0%2Fafm3_vrijstelling_prospectus-1176x146.jpg?table=block&id=7bf63a60-fb81-4bf1-9d63-b8f8d780a7eb&width=2050&userId=&cache=v2,MEMBER_NETWORK
2020-09-11 18:21:31,https://www.linkedin.com/feed/update/urn%3Ali%3Ashare%3A6710250927649038336,"https://lnkd.in/ebMvtB8 staggering ... Of course we have heard it before, but this visualization really throws it it your face. #timeforchange ",,,MEMBER_NETWORK
2020-09-10 18:31:49,https://www.linkedin.com/feed/update/urn%3Ali%3Ashare%3A6709891131116662784,https://lnkd.in/d-Per98 Fascinating and inspiring to read that Norwegians are making a serious effort to research and develop sustainable solutions.,,,MEMBER_NETWORK
2020-09-04 20:55:26,https://www.linkedin.com/feed/update/urn%3Ali%3Ashare%3A6707752947062714368,"https://lnkd.in/dNwcDqg This is getting weirder by the day: GPT-3 writing an article about itself. Sure, this isn't self-awareness nor conscious reflection. It's just raw power: GPT-3's model consists of 175 billion parameters.""
""""
""But weird nonetheless. Wondering whether GPT-3 would pass the Turing test.",,,MEMBER_NETWORK
2020-09-04 18:35:33,https://www.linkedin.com/feed/update/urn%3Ali%3Ashare%3A6707717744067911680,"Frédéric Laloux and his paradigm of 'Reinventing Organizations' continue to inspire me. Happy to see he is getting more and more attention as, for example, in the latest edition of Roland Berger's magazine.""
""""
""It has been over five years now since I have taken the first steps in practicing Holacracy, being one of the practical implementations of Laloux' thinking. It hasn't always been easy. Existing mechanistic structures require a lot of energy and dialogue if we want to fundamentally change them. But despite the failures (learnings?!) I sincerely believe this is a possible route to a more resilient, fair and ecologically sound way of working.""
""""
""One of the moments that made it 'click' for me was during the first online meeting of Stichting Corona in Kaart, where I had the opportunity to facilitate 20 volunteers who had never met each other before. I was amazed to see how simple, but effective techniques I learned from Holacracy gave a boost to all those involved and enabled us to align our purpose and intention to help each other at the start of the COVID crisis.""
""""
""To rephrase the words of a former colleague: 'this is the new way of working that I would want my children to have'.",,,MEMBER_NETWORK
2020-09-02 16:51:01,https://www.linkedin.com/feed/update/urn%3Ali%3Ashare%3A6706966661284564993,"Nice, didn't know Nietzsche was already that close to purpose-driven work and life ... !",,,MEMBER_NETWORK
2020-09-02 12:49:31,https://www.linkedin.com/feed/update/urn%3Ali%3Ashare%3A6706905886574567425,"https://lnkd.in/djZ5MQS In challenging times with more (dis-)information than we can manage, framing and visualization of 'objective data' (if such a thing exists at all) is crucial in conveying ideas. As a case in point: using a different colour (red vs. blue) and icons (arrows vs. circles), the issue of migration in EU is implicitly framed as a threat. #datavisualization",https://thecorrespondent.com/664/how-maps-in-the-media-make-us-more-negative-about-migrants/87812829368-c203ad78,https://useruploads.cdn-thecorrespondent.com/image/I3laLRS75L84ZWSNkU5Ofw4ArCQ=/1024x576/tc-useruploads-images/ab5a8e39aac74b9ba010864ba0e25c8b.jpg,MEMBER_NETWORK
2020-08-26 19:34:21,https://www.linkedin.com/feed/update/urn%3Ali%3Ashare%3A6704471050060627968,https://lnkd.in/dSSMBxj Tantalizing ... ,https://www.quantamagazine.org/mathematician-terence-tao-and-the-collatz-conjecture-20191211/,https://d2r55xnwy6nx47.cloudfront.net/uploads/2019/12/CollatzGraph_1200x630.jpg,MEMBER_NETWORK
2020-08-25 15:24:36,https://www.linkedin.com/feed/update/urn%3Ali%3Ashare%3A6704045812869042177,https://lnkd.in/dBy6Hzn Dat er iets moet veranderen in de mentale zorg lijkt mij helder. Hoe en wat precies is moeilijker te beantwoorden.,https://decorrespondent.nl/11528/de-revolutie-in-de-psychiatrie-is-begonnen-dit-zijn-de-rebellen/1181850560-d19fd385,https://useruploads.cdn-decorrespondent.nl/image/vs0mVty8sy5ebra3g95Gde03GNs=/1024x576/dc-useruploads-images/7a41af2e09f8424c9a973fc5fd9b78f2.jpg,MEMBER_NETWORK
2020-08-24 14:15:07,https://www.linkedin.com/feed/update/urn%3Ali%3Ashare%3A6703665935456206848,Nieuwe schooljaar staat voor de deur. Leuk om te zien dat nieuwe natuurkunde boek van zoonlief is vernieuwd. In 4 VWO wordt geleerd om modelmatig te denken met behulp van diagrammen en parameters voor simulaties in Coach 7 van cma-science.nl. Word ik als fysicus en data scientist erg blij van! 😃,,,MEMBER_NETWORK
2020-08-23 09:33:54,https://www.linkedin.com/feed/update/urn%3Ali%3Ashare%3A6703232779959705601,"https://lnkd.in/dAGa4yt As the first generation of solar panels reach their end-of-life, we need to develop effective and efficient recycling techniques. Good to read that EU has taken a clear, positive stance on this. However, in many other countries we are falling in the same trap of dumping our waste in developing countries. That needs to stop, now!",https://www.wired.com/story/solar-panels-are-starting-to-die-leaving-behind-toxic-trash/,"https://media.wired.com/photos/5f402250d741517d4f09034b/191:100/w_1280,c_limit/Science_climatedesk_123377760.jpg",MEMBER_NETWORK
2020-08-20 17:36:25,https://www.linkedin.com/feed/update/urn%3Ali%3Ashare%3A6702267043342766080,https://lnkd.in/dWuKtvK Couldn't agree more.,https://www.technologyreview.com/2020/08/18/1007196/ai-research-machine-learning-applications-problems-opinion/,"https://wp.technologyreview.com/wp-content/uploads/2020/08/GettyImages-1136585205-web.jpg?resize=1200,600",MEMBER_NETWORK
2020-08-12 20:21:40,https://www.linkedin.com/feed/update/urn%3Ali%3Ashare%3A6699409529110585344,"https://lnkd.in/dYGhWhX""
""""
""Read and think of what you can and want to do in the coming years. To quote Ursula K. LeGuin: 'The word for world is forest'. Excellent book by the way.",,,MEMBER_NETWORK
2020-07-30 20:35:40,https://www.linkedin.com/feed/update/urn%3Ali%3Ashare%3A6694702007858561024,"Met gemengde gevoelens hoop ik morgen voor het eerst sinds vorig jaar zomer met mijn gezin op vakantie te gaan.""
""""
""Gemengd, omdat ook ik merk dat ondanks de waardevolle kanten van het afgelopen half jaar (meer tijd met onze jongens, meegeholpen aan het grass roots initiatief Stichting Corona in Kaart) ik echt even toe ben aan rust.""
""""
""En net toen ik bijna klaar was met de laatste dingen af te ronden, zie ik de noodwet van de minister (oneens). En onderstaande brief van het GGZ veld (eens).""
""""
""Ik probeer het voor nu los te laten, maar ben tegelijkertijd ook nieuwsgierig (is dat het goede woord in deze context?!) wat het najaar ons gaat brengen.""
""""
""Het roer moet echt om. Maar nu eerst even bijtanken.""
""""
""https://lnkd.in/dfqEA6S",,,MEMBER_NETWORK
2020-07-30 18:18:49,https://www.linkedin.com/feed/update/urn%3Ali%3Ashare%3A6694667567581159425,"Very nice work by Carol McInerney and TU Delft HumTech Lab to visualize the Mosaic effect in humanitarian aid datasets. Interesting to see whether this visualization technique could be used to assess the effect in e.g. healthcare datasets.""
""https://lnkd.in/dqZ8ZgQ",,,MEMBER_NETWORK
2020-07-24 06:32:26,https://www.linkedin.com/feed/update/urn%3Ali%3Ashare%3A6692315473314373632,"https://lnkd.in/dnMU4jb Very interesting: real-world pilot with synthetic data to demonstrate workings of secure multiparty computation. Using Shamir Secret Sharing, the result of the model (in this case coefficients of a Lasso regression) are shared with the parties rather than the combined dataset. In future, we should be able to share all models using a technology like ONNX. Nice work from https://bigmedilytics.eu",https://medium.com/applied-mpc/identifying-heart-failure-patients-at-high-risk-using-mpc-ab8900e75295,https://miro.medium.com/max/935/1*C_EbppTZMr8_NE5XDxg8EA.jpeg,MEMBER_NETWORK
2020-07-22 19:57:35,https://www.linkedin.com/feed/update/urn%3Ali%3Ashare%3A6691793320814895104,“Former Google CEO Wants to Create a Government-Funded University to Train A.I. Coders” by Dave Gershgorn https://lnkd.in/dt3QE9X Dit zouden we ook in Nederland kunnen doen?!,https://onezero.medium.com/former-google-ceo-wants-to-create-a-government-funded-university-to-train-a-i-coders-9a2df09c5bce,https://miro.medium.com/max/1200/1*i8A5f_ofRb8gn-WLMudEEQ.jpeg,MEMBER_NETWORK
2020-07-11 16:47:02,https://www.linkedin.com/feed/update/urn%3Ali%3Ashare%3A6687759102325608450,"https://lnkd.in/drGbFyN Blij om te lezen dat er beweging in zit om maatschappelijk gedreven ondernemingen ook wettelijk te erkennen en verankeren. Kom maar op met al die Social Enterprises: beter beterboeken.nl, corporate-rebels.com, trueprice.org, Holland Health Data Coöperatie (hhdc.nl)!""
""""
""Zelf aan het broeden welke vervolgstap we met https://lnkd.in/dfHCX6R gaan zetten.",https://www.p-plus.nl/nl/nieuws/Maatschappelijke-BV,https://www.p-plus.nl/resources/articlephotos/large/MaatschappelijkeBV.jpg,MEMBER_NETWORK
2020-07-07 18:08:48,https://www.linkedin.com/feed/update/urn%3Ali%3Ashare%3A6686330129150431232,"https://lnkd.in/d8fMNYE""
""""
""Best politici en bestuurders,""
""""
""Het is tijd. Tijd voor serieuze verandering. En geen halfbakken maatregelen. Ik heb afgelopen maanden inspirerende ideeën gezien om in Europa in een 'New Green Deal' te investeren.""
""""
""Het hoopvolle scenario dat Wageningen Universiteit ontwikkelde om in 100 jaar van Nederland een unieke wetlands te maken.""
""""
""Het pleidooi van Rem Koolhaas om meer over rural ontwikkeling na te denken ipv blindstaren op stadsontwikkeling.""
""""
""Initiatieven zoals beterboeken.nl om eerlijkere, coöperatieve vormen van online marktplaatsen te realiseren en door burgers georganiseerde datacooperaties.""
""""
""... en zo zijn er vast nog veel meer die leven in de maatschappij. Het zal niet makkelijk zijn. Het zal pijn doen. Net zoals in de jaren 1980 de vissersvloot aanmerkelijk is ingekrompen. Maar het is mijns inziens onvermijdelijk dat we dat ook doen voor de luchtvaart en de intensieve veeteelt. Vanzelfsprekend met aandacht voor het menselijk aspect tijdens deze transitie.""
""""
""Kunnen we dit doen met 17 miljoen mensen, als onze bijdrage aan een betere wereld voor de andere 7 miljard?",https://decorrespondent.nl/11378/terugkeren-naar-het-normaal-van-voor-corona-is-waanzin-we-mogen-het-niet-laten-gebeuren/1253958002-e29f4057,https://useruploads.cdn-decorrespondent.nl/image/dBDSRfWj3Jl2bSewdrWvc3Mk6RY=/1024x576/dc-useruploads-images/57c65465871c4e11a01f631d21741576.jpg,MEMBER_NETWORK
